Location_ID,Location_Name,Location_Type,Region,Population_2021,Unified_Score,Deferred_Reason
SK-1275,Leney,Locality,West Central Saskatchewan,39,40.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1276,Nickorick Beach,Locality,Southeast Saskatchewan,22,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1277,Northgate,Locality,Southeast Saskatchewan,44,35.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1278,Okema Beach,Locality,Central Saskatchewan,38,37.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1279,Rosenhof,Locality,Southwest Saskatchewan,48,36.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1280,Ryerson,Locality,Southeast Saskatchewan,6,32,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1281,Stonyview,Locality,Southeast Saskatchewan,53,37.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1282,Truax,Locality,Southern Saskatchewan,38,40.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1283,Uren,Locality,Southwest Saskatchewan,12,35.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1284,Aldina,Locality,Central Saskatchewan,3,34.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1285,Bjorkdale East,Locality,Southeast Saskatchewan,14,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1286,Bredenbury East,Locality,Regina Region,28,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1287,Canopus,Locality,Southern Saskatchewan,25,36.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1288,Carmichael,Locality,Southwest Saskatchewan,26,33.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1289,Chellwood,Locality,Northern Saskatchewan,31,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1290,Dilke East,Locality,Regina Region,3,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1291,Dorothea,Locality,Southwest Saskatchewan,24,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1292,Dysart East,Locality,Southeast Saskatchewan,13,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1293,Eagle Hills,Locality,Regina Region,13,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1294,Englefield East,Locality,Southeast Saskatchewan,29,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1295,Englefeld Station,Locality,Central Saskatchewan,8,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1296,Estevan North,Locality,Southwest Saskatchewan,24,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1297,Frenchville,Locality,Southwest Saskatchewan,16,32.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1298,Glentworth East,Locality,Northwest Saskatchewan,24,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1299,Harris East,Locality,Southwest Saskatchewan,26,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1300,Hazenmore East,Locality,Regina Region,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1301,Herschel East,Locality,Regina Region,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1302,Howell East,Locality,Southeast Saskatchewan,20,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1303,Humboldt East,Locality,Southeast Saskatchewan,5,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1304,Jedburgh East,Locality,Regina Region,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1305,Kipling East,Locality,Northwest Saskatchewan,24,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1306,Lafleche East,Locality,Northwest Saskatchewan,16,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1307,Lake Lenore East,Locality,Northwest Saskatchewan,16,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1308,Lanigan Station,Locality,West Central Saskatchewan,25,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1309,Last Mountain,Locality,Central Saskatchewan,4,35.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1310,Leader East,Locality,Regina Region,13,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1311,Limerick East,Locality,Southeast Saskatchewan,28,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1312,Luseland West,Locality,Central Saskatchewan,8,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1313,Manor East,Locality,Southwest Saskatchewan,25,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1314,Marcelin East,Locality,Central Saskatchewan,8,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1315,Markinch East,Locality,Regina Region,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1316,Medstead East,Locality,Northwest Saskatchewan,16,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1317,Hanley,Locality,Central Saskatchewan,480,,duplicate place (locality twin of an incorporated municipality)
SK-1318,St. Louis,Locality,Central Saskatchewan,450,46.2,duplicate place (locality twin of an incorporated municipality)
SK-1319,Canwood,Locality,Central Saskatchewan,380,44.9,duplicate place (locality twin of an incorporated municipality)
SK-1320,Grandmother's Bay,Locality,Northern Saskatchewan,300,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1323,Waskesiu Lake,Locality,Central Saskatchewan,200,41.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1324,Brabant Lake,Locality,Northern Saskatchewan,200,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1325,Borden,Locality,Saskatoon Region,200,46.3,duplicate place (locality twin of an incorporated municipality)
SK-1326,Buena Vista,Locality,Saskatoon Region,200,47.6,duplicate place (locality twin of an incorporated municipality)
SK-1327,Earl Grey,Locality,Regina Region,200,46.1,duplicate place (locality twin of an incorporated municipality)
SK-1328,Dysart,Locality,Southeast Saskatchewan,200,45.7,duplicate place (locality twin of an incorporated municipality)
SK-1332,Jan's Bay,Locality,Northern Saskatchewan,150,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1333,Tribune,Locality,Southeast Saskatchewan,150,40.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1334,Diefenbaker Lake Area,Locality,Central Saskatchewan,100,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1335,Salvador,Locality,Northwest Saskatchewan,100,38.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1336,Richardson,Locality,Regina Region,100,43.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1337,Henribourg,Locality,Central Saskatchewan,100,39.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1338,Domremy,Locality,Central Saskatchewan,100,41.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1339,Yorkton Area,Locality,Central Saskatchewan,100,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1340,Canora Area,Locality,Central Saskatchewan,100,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1341,Pilot Butte Area,Locality,Regina Region,100,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1342,White City Area,Locality,Regina Region,100,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1343,Lumsden Area,Locality,Regina Region,100,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1354,Birch Narrows Dene Nation,First Nations Reserve,Northern Saskatchewan,400,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1355,Buffalo River Dene Nation,First Nations Reserve,Northern Saskatchewan,600,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1356,English River First Nation,First Nations Reserve,Northern Saskatchewan,500,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1357,Fond du Lac Denesuline Nation,First Nations Reserve,Northern Saskatchewan,900,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1358,Nekaneet Cree Nation,First Nations Reserve,Southwest Saskatchewan,250,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1359,Lakewood Suburban Centre,Neighborhood,Saskatoon Region,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1360,University Heights Suburban Centre,Neighborhood,Saskatoon Region,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1361,Blairmore Suburban Centre,Neighborhood,Saskatoon Region,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1362,Holmwood Suburban Centre,Neighborhood,Saskatoon Region,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1363,Bexhill,Locality,Southern Saskatchewan,32,37.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1364,Brisbin,Locality,West Central Saskatchewan,30,39.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1365,Buffalo Gap,Locality,Southern Saskatchewan,32,37.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1366,Carlyle Lake Resort,Locality,Southeast Saskatchewan,26,36.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1367,Colfax,Locality,Southeast Saskatchewan,53,40.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1368,Druid,Locality,West Central Saskatchewan,29,37.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1369,Ens,Locality,Central Saskatchewan,18,38.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1370,Eskbank,Locality,Southern Saskatchewan,25,38.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1371,Ettington,Locality,Southern Saskatchewan,39,38.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1372,Fenton,Locality,Central Saskatchewan,34,38.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1373,Fir Mountain,Locality,Southern Saskatchewan,42,37.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1374,Glasnevin,Locality,Southern Saskatchewan,11,36.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1375,Grandora,Locality,Saskatoon Region,26,41,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1376,KC Beach,Locality,Southwest Saskatchewan,36,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1377,Lac La Plonge,Locality,Northern Saskatchewan,34,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1378,Mitchellton,Locality,Southern Saskatchewan,14,37.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1379,Moose Range,Locality,Northwest Saskatchewan,41,38.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1380,Nashlyn,Locality,Southwest Saskatchewan,5,26.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1381,Palmer,Locality,Southwest Saskatchewan,5,34,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1382,Portreeve,Locality,West Central Saskatchewan,13,33.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1383,Readlyn,Locality,Southern Saskatchewan,41,38.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1384,Rheinfeld,Locality,Southwest Saskatchewan,35,35.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1385,Rosefield,Locality,Southwest Saskatchewan,31,34.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1386,Sanctuary,Locality,West Central Saskatchewan,40,37.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1387,St. Joseph's Colony,Locality,Southeast Saskatchewan,54,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1388,Tyvan,Locality,Southeast Saskatchewan,34,39.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1389,Venn,Locality,Central Saskatchewan,5,34.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1390,West Poplar,Locality,Southern Saskatchewan,28,35.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1391,Wordsworth,Locality,Southeast Saskatchewan,13,34.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1392,Unity East,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1393,Auvergne,Locality,Regina Region,5,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1394,Belbeck,Locality,Southern Saskatchewan,24,39.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1395,Bergheim,Locality,Saskatoon Region,24,40.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1396,Bonnyville Junction,Locality,West Central Saskatchewan,9,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1397,Buchanan East,Locality,Regina Region,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1398,Carlton Trail,Locality,Central Saskatchewan,7,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1399,Clarkboro,Locality,Saskatoon Region,25,40.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1400,Cluny,Locality,Northwest Saskatchewan,31,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1401,Conquest South,Locality,Regina Region,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1402,Eastend East,Locality,Southern Saskatchewan,5,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1403,Elfros East,Locality,West Central Saskatchewan,9,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1404,Filmore East,Locality,West Central Saskatchewan,9,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1405,Gerald East,Locality,Central Saskatchewan,7,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1406,Grand Coulee West,Locality,Regina Region,3,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1407,Hillmond East,Locality,Regina Region,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1408,Insinger East,Locality,Southwest Saskatchewan,26,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1409,Ituna Station,Locality,Central Saskatchewan,7,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1410,Keeler East,Locality,Northwest Saskatchewan,24,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1411,Kelliher Station,Locality,West Central Saskatchewan,10,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1412,Langbank East,Locality,Southern Saskatchewan,5,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1413,Langenburg East,Locality,West Central Saskatchewan,10,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1414,Lisle,Locality,Regina Region,13,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1415,Love East,Locality,Central Saskatchewan,6,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1416,MacNutt East,Locality,Regina Region,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1427,Clearwater River Dene Nation,First Nations Reserve,Northern Saskatchewan,600,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1428,Hatchet Lake Denesuline Nation,First Nations Reserve,Northern Saskatchewan,800,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1429,Adanac,Locality,Northwest Saskatchewan,5,33.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1430,Argo,Locality,West Central Saskatchewan,10,36.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1431,Burnham,Locality,Southwest Saskatchewan,9,33.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1432,Cantuar,Locality,Southwest Saskatchewan,18,34.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1433,Canuck,Locality,Southwest Saskatchewan,32,33.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1434,Chipperfield,Locality,West Central Saskatchewan,53,38.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1435,Chitek,Locality,Northwest Saskatchewan,41,36.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1436,Crystal Hill,Locality,Southern Saskatchewan,5,35.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1437,Danbury,Locality,Southeast Saskatchewan,20,33.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1438,Elswick,Locality,Southwest Saskatchewan,22,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1439,Halcro,Locality,Southwest Saskatchewan,14,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1440,Hallonquist,Locality,Southwest Saskatchewan,28,36,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1441,Illerbrun,Locality,Southwest Saskatchewan,23,33.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1442,Inchkeith,Locality,Southeast Saskatchewan,11,35.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1443,Little Amyot Lake,Locality,West Central Saskatchewan,8,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1444,Loverna,Locality,West Central Saskatchewan,8,32.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1445,Mount Carmel,Locality,Northern Saskatchewan,35,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1446,Nut Mountain,Locality,Southeast Saskatchewan,14,34.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1447,Parkerview,Locality,Southeast Saskatchewan,5,34.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1448,Rangeview,Locality,Southwest Saskatchewan,7,27.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1449,Richlea,Locality,West Central Saskatchewan,50,37.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1450,Rutland,Locality,Northwest Saskatchewan,33,36.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1451,Sand Point Beach,Locality,Southwest Saskatchewan,25,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1452,Stranraer,Locality,West Central Saskatchewan,6,34.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1453,Tiny,Locality,Southeast Saskatchewan,19,35.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1454,Vidora,Locality,Southwest Saskatchewan,28,30.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1455,White Bear,Locality,Southwest Saskatchewan,49,37.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1456,Delisle East,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1457,Radisson Station,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1458,Zealandia East,Locality,Saskatoon Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1459,Viscount East,Locality,Saskatoon Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1460,Lanigan East,Locality,Saskatoon Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1461,Loreburn East,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1462,Moose Jaw East,Locality,Saskatoon Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1463,Davidson East,Locality,Saskatoon Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1464,Main Centre,Organized Hamlet,Southwest Saskatchewan,50,37.5,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1465,Timber Bay Métis Community,Métis Community,Northern Saskatchewan,200,,no published StatCan census population (Métis Community — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1466,Benito Junction,Locality,Southern Saskatchewan,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1467,Blaine Lake East,Locality,Southwest Saskatchewan,10,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1468,Bone Creek,Locality,Central Saskatchewan,8,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1469,Braecroft,Locality,Regina Region,13,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1470,Chaplin East,Locality,Southwest Saskatchewan,11,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1471,Chatsworth,Locality,Southeast Saskatchewan,14,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1472,Childs,Locality,Southwest Saskatchewan,27,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1473,Clemenceau,Locality,Central Saskatchewan,26,33.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1474,Corman Park East,Locality,West Central Saskatchewan,9,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1475,Dollard East,Locality,Northern Saskatchewan,17,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1476,Eagle Creek,Locality,Northwest Saskatchewan,16,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1477,Eston East,Locality,Southern Saskatchewan,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1478,Flintoft,Locality,Southern Saskatchewan,13,35.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1479,Goodwater East,Locality,Regina Region,3,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1480,Indian Grave,Locality,West Central Saskatchewan,25,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1481,Invermay East,Locality,Northern Saskatchewan,32,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1482,Killdeer East,Locality,Regina Region,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1483,Kuroki East,Locality,Northern Saskatchewan,17,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1484,Lebret East,Locality,Regina Region,3,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1485,Lipton East,Locality,Southwest Saskatchewan,10,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1486,Lucky Lake East,Locality,Southeast Saskatchewan,14,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1487,Lumsden South,Locality,Southwest Saskatchewan,12,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1488,Maidstone East,Locality,Southern Saskatchewan,3,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1489,Marsden East,Locality,Southwest Saskatchewan,26,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1495,Alta Vista,Organized Hamlet,Regina Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1496,Amsterdam,Organized Hamlet,Southeast Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1497,Arlington Beach,Organized Hamlet,Central Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1498,Balone Beach,Organized Hamlet,Central Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1499,Barrier Ford,Organized Hamlet,Central Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
